step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
360,5.303,31,0,0.0,7.848,3,229759.713,adaptive
361,5.529,27,0,0.0,7.882,3,223459.693,adaptive
362,5.765,28,0,0.0,7.844,3,206673.988,adaptive
363,5.901,30,0,0.0,7.833,3,245627.504,adaptive
364,6.041,31,0,0.0,7.721,3,224330.837,adaptive
365,6.285,30,0,0.0,7.717,3,215327.675,adaptive
366,6.476,32,1,0.0,7.664,3,246999.911,adaptive
367,6.772,30,1,0.0,7.74,3,251605.475,adaptive
368,6.904,32,0,0.0,7.588,3,223827.401,adaptive
369,7.144,30,0,0.0,7.634,3,228794.029,adaptive
370,7.392,31,0,0.0,7.691,3,249100.159,adaptive
371,7.648,32,0,0.0,7.756,4,247568.592,adaptive
372,7.719,36,1,0.0,7.463,4,233215.317,adaptive
373,8.047,34,1,0.0,7.425,4,223523.88,adaptive
374,8.315,34,0,0.0,7.445,5,219002.06,adaptive
375,8.583,34,0,0.0,7.501,5,246275.145,adaptive
376,8.721,37,0,0.0,7.376,5,232442.899,adaptive
377,9.0,36,0,0.0,7.414,5,233023.21,adaptive
378,9.215,39,1,0.0,7.304,5,240516.934,adaptive
379,9.648,37,2,0.0,7.175,5,220873.595,adaptive
380,9.938,39,2,0.0,6.883,5,207718.167,adaptive
381,10.234,38,0,0.0,6.866,5,236832.855,adaptive
382,10.722,41,2,0.0,6.8,5,226842.021,adaptive
383,11.048,41,0,0.0,6.777,5,220058.799,adaptive
384,11.389,47,4,0.0,6.427,5,221597.593,adaptive
385,11.824,43,1,0.0,6.4,5,229334.079,adaptive
386,12.475,44,3,0.0,6.36,5,234044.091,adaptive
387,12.748,48,1,0.0,6.258,5,219905.323,adaptive
388,13.339,48,4,0.0,5.884,5,182760.992,adaptive
389,13.842,47,1,0.0,5.938,0,247896.442,adaptive
390,10.664,44,3,0.0,5.858,0,253405.018,adaptive
391,7.958,36,1,0.0,6.026,0,262265.975,adaptive
392,5.661,33,2,0.0,6.101,0,248852.361,adaptive
393,3.81,27,2,0.0,6.416,0,282044.001,adaptive
394,2.388,21,0,0.0,6.822,0,283535.721,adaptive
395,1.4,16,1,0.0,7.267,0,305259.94,adaptive
396,0.906,15,2,0.0,7.425,0,313701.749,adaptive
397,0.871,10,1,0.0,7.862,0,298235.255,adaptive
398,0.948,9,1,0.0,8.382,0,325828.635,adaptive
399,1.035,9,1,0.0,8.825,0,297406.343,adaptive
400,1.114,11,2,0.0,9.041,0,298133.699,adaptive
401,1.204,9,1,0.0,9.395,0,292445.804,adaptive
402,1.306,11,4,0.0,9.603,0,296422.922,adaptive
403,1.4,9,1,0.0,9.871,0,286812.569,adaptive
404,1.477,12,1,0.0,9.792,0,262496.377,adaptive
405,1.582,10,1,0.0,9.842,0,240420.599,adaptive
406,1.716,13,1,0.0,9.845,0,231828.368,adaptive
407,1.852,13,1,0.0,9.881,0,253462.035,adaptive
408,1.902,17,0,0.0,9.47,0,229175.225,adaptive
409,2.027,14,0,0.0,9.567,0,240355.746,adaptive
410,2.198,17,1,0.0,9.532,0,187603.823,adaptive
411,2.31,19,0,0.0,9.527,0,247811.537,adaptive
412,2.439,19,1,0.0,9.438,0,225691.501,adaptive
413,2.588,17,0,0.0,9.553,0,232775.431,adaptive
414,2.69,19,0,0.0,9.425,0,236001.067,adaptive
415,2.836,17,0,0.0,9.467,0,234834.73,adaptive
416,2.991,20,2,0.0,9.349,0,220676.42,adaptive
417,3.155,19,0,0.0,9.489,0,257912.446,adaptive
418,3.319,19,0,0.0,9.505,0,227730.966,adaptive
419,3.491,20,0,0.0,9.491,0,229635.933,adaptive
420,3.571,24,1,0.0,9.198,0,231598.096,adaptive
421,3.739,20,0,0.0,9.294,0,243253.637,adaptive
422,3.916,21,0,0.0,9.326,0,237435.361,adaptive
